ID,Drug Name,Targets,Z Score,Count
"1849","Sabutoclax","BCL2,  BCL-XL,  BFL1, MCL1","-1.0684339243720631","281"
"1559","Luminespib","HSP90","-1.0641813334979724","281"
"1998","BPD-00008900","","-1.0635520382564048","281"
"1086","BI-2536","PLK1, PLK2, PLK3","-1.0615322587739158","281"
"1782","GSK2830371A","PPM1D","-1.061085399862794","281"
"1190","Gemcitabine","Pyrimidine antimetabolite","-1.0610080665820896","281"
"1615","CZC24832","PI3Kgamma","-1.0585936181816311","281"
"1050","ZM447439","AURKA, AURKB","-1.0492918427697586","281"
"1072","Avagacestat","Amyloid beta20, Amyloid beta40","-1.0292699825251994","281"
"1783","LMB_AB1","ADRA1A, ADRB1","-1.0228075370404459","281"
"1060","PD0325901","MEK1, MEK2","-1.0223918168898678","281"
"2043","BIBR-1532","TERT","-1.0199377709720165","281"
"1853","OF-1","BRPF1B, BRPF2","-1.0198103523722595","281"
"1922","Cediranib","VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB","-1.0191428920197427","281"
"1635","Picolinici-acid","Inflammatory related","-1.0183242956214016","281"
"1089","Oxaliplatin","DNA alkylating agent","-1.0050626436281256","281"
"1824","123138","","-1.0018729823478301","281"
"1007","Docetaxel","Microtubule stabiliser","-.99901158765711562","281"
"2039","AGK2","BAZ2A, BAZ2B","-.98884826179436702","281"
"1598","LGK974","PORCN","-.98825088906242442","281"
"1023","GW441756","NTRK1","-.98661831145398948","281"
"1862","MG-132","Proteasome, CAPN1","-.9858372280612232","281"
"1033","Vismodegib","SMO","-.98549564276406876","281"
"1062","Selumetinib","MEK1, MEK2","-.98100607797951889","281"
"1003","Camptothecin","TOP1","-.94648100909712818","281"
"1733","ULK1_4989","ULK1","-.93326192320184531","281"
"1005","Cisplatin","DNA crosslinker","-.92566183886775655","281"
"1811","Dactinomycin","RNA polymerase","-.92239857704196182","281"
"2359","GSK2830371","WIP1","-.90852186692590908","281"
"1029","Motesanib","VEGFR, RET, KIT, PDGFR","-.90645757741057964","281"
"2148","POMHEX","","-.89761016219560186","281"
"1586","BDILV000379a","BAZ2A, BAZ2B","-.89133641931213048","281"
"1779","GSK626616AC","DYRK1A","-.88191641089828221","281"
"1085","Sorafenib","PDGFR, KIT, VEGFR, RAF","-.86382051960817485","281"
"1059","AZD8055","MTORC1, MTORC2","-.85956714742241969","281"
"1629","ML323","USP1, UAF1","-.85830217471599479","281"
"1494","SN-38","TOP1","-.85570471319004815","281"
"1191","Bortezomib","Proteasome","-.84618040796397043","281"
"2055","Mycophenolic acid","","-.84215329360832081","281"
"2011","ICL-SIRT078","SIR2","-.83787003475884281","281"
"2003","N29087-69-1","","-.83561181874935675","281"
"1941","Sepantronium bromide","BIRC5","-.83298811917239945","281"
"1036","PLX-4720","BRAF","-.8329835504130455","281"
"1730","PAK_5339","PAK1, PAK2","-.8301192228863814","281"
"1736","Selumetinib","MEK1, MEK2","-.82479718987368489","281"
"1259","Talazoparib","PARP1, PARP2","-.82041776957404822","281"
"1832","729189","","-.8122699979969652","281"
"1918","AZD8186","PI3Kalpha, PI3Kbeta","-.80260253232655188","281"
"1067","CCT007093","PPM1D","-.79504529165741655","281"
"1852","LY2109761","TGFB1","-.78505583001174317","281"
"1558","Lapatinib","EGFR, ERBB2","-.78494865609710862","281"
"1618","GSK2606414","PERK","-.77731913004723108","281"
"1817","Romidepsin","HDAC1, HDAC2, HDAC3, HDAC8","-.77504308614966122","281"
"1936","Savolitinib","MET","-.77478193278196739","281"
"1816","Fulvestrant","ESR","-.76861141267581978","281"
"1815","Dacarbazine","CP11A","-.76360790682783686","281"
"1248","Daporinad","NAMPT","-.75843782260855341","281"
"1802","Zoledronate"," ","-.74453538247225648","281"
"1620","PFI3","Polybromo 1, SMARCA4, SMARCA2","-.72601779031132463","281"
"2037","GSK343","EZH2","-.72488036499589492","281"
"1593","Entinostat","HDAC1, HDAC3","-.71914118588202591","281"
"1911","Dactinomycin","RNA polymerase","-.71768023452001706","281"
"1583","GSK-LSD1","KDM1","-.69360926963725855","281"
"1933","P22077","USP7, USP47","-.68662840557363691","281"
"1808","Topotecan","TOP1","-.68546810927496016","281"
"1847","BEN","","-.6402045963648384","281"
"2109","AZ6102","TNKS1, TNKS2","-.6307783614221214","281"
"1200","Fulvestrant","ESR","-.62528844680495932","281"
"2170","AT13148","AKT1","-.62028226286935095","281"
"2113","VTP-B","","-.59869811904839787","281"
"1799","Ibrutinib","BTK","-.59383255212680341","281"
"1512","Cyclophosphamide","Alkylating agent","-.56348667018282594","281"
"1069","EHT-1864","RAC1, RAC2, RAC3","-.53334763023080478","281"
"2156","5-azacytidine","DNA methyltransferases","-.52462997754418428","281"
"1828","720427","","-.52181423845047503","281"
"1507","Ruxolitinib","JAK1, JAK2","-.51961619700357731","281"
"1839","615590","","-.50253521954113534","281"
"1827","Dihydrorotenone","","-.48860094719986841","281"
"2362","THR-103","Mutant RAS","-.46354932657098114","281"
"1017","Olaparib","PARP1, PARP2","-.45904310225853684","281"
"1032","Afatinib","EGFR, ERBB2","-.45471746734633772","281"
"1627","GSK343","EZH2","-.45233095437624177","281"
"1909","Venetoclax","BCL2","-.44234489822929868","281"
"1831","L-Oxonoreleagnine","","-.44080076040131544","281"
"2498","alpha-lipoic acid","Metabolism","-.43059740570881044","281"
"1931","MIRA-1","TP53","-.41583240941868294","281"
"2177","SGC0946","DOT1L","-.4129656369841499","281"
"1093","GSK1904529A","IGF1R, IR","-.41029047104440564","281"
"1563","EPZ5676","DOT1L","-.39747906944106115","281"
"1020","Lenalidomide","CRBN","-.39702892059716682","281"
"1168","Erlotinib","EGFR","-.38122281054966056","281"
"1630","Entospletinib","SYK","-.36582669088041803","281"
"2107","LJI308","RSK2, RSK1, RSK3","-.35712478658113556","281"
"1237","EPZ004777","DOT1L","-.34040033457905355","281"
"2360","THR-101","Mutant RAS","-.3136652891410362","281"
"1807","Carmustine","","-.29652327222146452","281"
"2439","glutathione","anti-oxidant proteins","-.27233271390776087","281"
"1199","Tamoxifen","ESR1","-.2516790189449622","281"
"2361","THR-102","Mutant RAS","-.24100695738499053","281"
"1047","Nutlin-3a (-)","MDM2","-.23289465572416432","281"
"2110","GSK591","PMRT5","-.23104534797773219","281"
"1079","Dasatinib","ABL, SRC, Ephrins, PDGFR, KIT","-.22907367753054603","281"
"1830","Gallibiscoquinazole","","-.22873377078316512","281"
"1061","SB590885","BRAF","-.16595207157334804","281"
"1042","Doramapimod","p38, JNK2","-.14167927223631407","281"
"1622","Wnt-C59","PORCN","-.13967645506137782","281"
"1617","AZD5582","XIAP, cIAP","-.13494138603201636","281"
"1927","GSK2578215A","LRRK2","-.12692926124504891","281"
"2438","ascorbate (vitamin C)","anti-oxidant proteins","-.11714175399219585","281"
"1838","Sinularin","","-.10464212590608742","281"
"1268","XAV939","TNKS1, TNKS2","-.095821932373434338","281"
"1821","765771","","-.094610338002614258","281"
"1939","UMI-77","MCL1","-.085507150630718759","281"
"1025","SB216763","GSK3A, GSK3B","-.064390365637863212","281"
"1732","TAF1_5496","TAF1","-.060513540400645521","281"
"1919","Osimertinib","EGFR","-.058410975632605326","281"
"1428","IAP_5620","IAP","-.05213445863541101","281"
"1812","Bleomycin","dsDNA break induction","-.047692666345062945","281"
"2038","UNC0638","G9A, GLP","-.033728950383133005","281"
"1913","AGI-5198","IDH1 (R132H)","-.015794525560913413","281"
"1584","BDOCA000347a","BRPF1, BRPF2, BRPF3","-.0068734174255262572","281"
"1373","Dabrafenib","BRAF",".011586342133409158","281"
"1043","JNK Inhibitor VIII","JNK",".017813580179097649","281"
"1557","LCL161","XIAP, IAP1, IAP2",".034352094135924653","281"
"1010","Gefitinib","EGFR",".039907918016479679","281"
"2499","N-acetyl cysteine","Metabolism",".049338279879515778","281"
"1378","Bleomycin (50 uM)","dsDNA break induction",".079540293236086593","281"
"1829","667880","",".087124649763917622","281"
"1175","Rucaparib","PARP1, PARP2",".11076125148227374","281"
"2112","VTP-A","",".11164290410367124","281"
"1549","Sapitinib","EGFR, ERBB2, ERBB3",".16403057145742009","281"
"1910","ABT737","BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",".18568309740384853","281"
"1915","AZD3759","EGFR",".22867737558944087","281"
"1803","Acetalax","",".29106146597251464","281"
"1011","Navitoclax","BCL2, BCL-XL, BCL-W",".30836696459158719","281"
"1621","PCI-34051","HDAC8, HDAC6, HDAC1",".31874125416880533","281"
"1940","WIKI4","TNKS1, TNKS2",".31893825341435228","281"
"1804","Acetalax","",".585864218745347","281"
"1997","WEHI-539","BCL-XL",".65092045946287114","281"
"1038","NU7441","DNAPK","1.1035016220290874","281"
"1026","Tanespimycin","HSP90","1.6518740556983273","281"
