ID,Drug Name,Targets,Z Score,Count
"442","IMD-0354","IKKb","-1.3690401449738825","362"
"29","AZ628","BRAF","-1.3546956296953334","362"
"1367","BAY-HDAC11_4","HDAC11","-1.3449699107562905","362"
"1062","Selumetinib","MEK1, MEK2","-1.3417639414696498","362"
"1058","Pictilisib","PI3K (class 1)","-1.3284059259401308","362"
"300","CX-5461","RNA Polymerase 1","-1.3232478689867169","362"
"5","Sunitinib","PDGFR, KIT, VEGFR, FLT3, RET, CSF1R","-1.3118854982353767","362"
"83","JW-7-52-1","MTOR","-1.3000736123011316","362"
"186","Bexarotene","Retinioic X receptor (RXR) agonist","-1.2951080235128865","362"
"1033","Vismodegib","SMO","-1.2927345086222441","362"
"407","kb NB 142-70","PKD","-1.2816815293654933","362"
"60","BI-2536","PLK1, PLK2, PLK3","-1.2774873878254926","362"
"1012","Vorinostat","HDAC inhibitor Class I, IIa, IIb, IV","-1.2758778822032464","362"
"11","Paclitaxel","Microtubule stabiliser","-1.2716924547095794","362"
"1021","Axitinib","PDGFR, KIT, VEGFR","-1.2553386376966715","362"
"279","BIX02189","MEK5, ERK5","-1.2279257819696208","362"
"140","Vinorelbine","Microtubule destabiliser","-1.2215803150997495","362"
"200","Dacinostat","HDAC1","-1.2163571303852598","362"
"1070","CRT0105950","JNK1, JNK2, JNK3","-1.2145729016141891","362"
"1365","BAY-HDAC11_2","HDAC11","-1.202003881261297","362"
"86","A-443654","AKT1, AKT2, AKT3","-1.1988736733632579","362"
"37","Crizotinib","MET, ALK, ROS1","-1.1888494574236959","362"
"53","CGP-60474","CDK1,CDK2,CDK5,CDK7,CDK9, PKC","-1.179916587938723","362"
"366","TWS119","GSK3","-1.1760097433331476","362"
"176","IPA-3","PAK1","-1.171750479903757","362"
"1401","AZD5438","CDK2","-1.1716001068801152","362"
"3","Rapamycin","MTORC1","-1.1715023399953528","362"
"1364","BAY-HDAC11_1","HDAC11","-1.1644623418239031","362"
"170","Shikonin","not defined","-1.1590151729841758","362"
"135","Gemcitabine","Pyrimidine antimetabolite","-1.1447857103110082","362"
"1219","PFI-1","BRD4","-1.1376815044162047","362"
"363","PF-00299804","EGFR, ERBB2, ERBB4","-1.135856683313041","362"
"294","MPS-1-IN-1","MPS1","-1.1325596260354984","362"
"110","Seliciclib","CDK2, CDK7, CDK9","-1.1190190807523615","362"
"163","JQ1","BRD2, BRD3, BRD4, BRDT","-1.1075085981525383","362"
"1009","Tretinoin","Retinoic acid","-1.101155826929912","362"
"1432","AZD1480","JAK1, JAK2","-1.1004166644876037","362"
"159","HG6-64-1","BRAF","-1.0631367705460968","362"
"1248","Daporinad","NAMPT","-1.054495924101426","362"
"1187","CCT245232","HSF1","-1.049024291744912","362"
"1449","AZD1208","PIM1, PIM2, PIM3","-1.0448985231500774","362"
"156","AZD6482","PI3Kbeta","-1.0275835007024923","362"
"1133","Serdemetan","MDM2","-1.0106082869168753","362"
"1184","AZ20","ATR","-.97912437073102698","362"
"1453","RAF_9304","ARAF, BRAF, CRAF","-.97893908220027825","362"
"178","BAY-61-3606","SYK","-.97813840004534436","362"
"1382","AZD3514","AR","-.97209094858642031","362"
"87","GW843682X","PLK1","-.96849546963018851","362"
"9","MG-132","Proteasome, CAPN1","-.96082363538840188","362"
"1232","I-BET-151","BRD2, BRD3, BRD4","-.96008973520383245","362"
"106","XMD8-85","ERK5, BET","-.95738305385283362","362"
"1425","BPTES","GLS","-.95451582788194389","362"
"1050","ZM447439","AURKA, AURKB","-.93838299806667891","362"
"362","CI-1033","EGFR, ERBB2, ERBB4","-.92367783480699761","362"
"201","Epothilone B","Microtubule stabiliser","-.91519263964704334","362"
"45","Z-LLNle-CHO","gamma-secretase","-.90296837045773892","362"
"1451","PLK_6522","PLK1, PLK2, PLK3","-.90005783828861174","362"
"1013","Nilotinib","ABL","-.89795575263888261","362"
"1402","AZD7762","CHEK1, CHEK2","-.89532049561303417","362"
"1183","CRT0160829","CDC7","-.88209850837393522","362"
"111","Salubrinal","EIF2A","-.87251100930191716","362"
"1067","CCT007093","PPM1D","-.86887711644647003","362"
"1015","CI-1040","MEK1, MEK2","-.85359365595431946","362"
"104","Bortezomib","Proteasome","-.83562581862572571","362"
"249","Cabozantinib","VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL","-.82309305793796916","362"
"64","CMK","RSK2","-.81948686411270544","362"
"134","Etoposide","TOP2","-.81203635235609584","362"
"1010","Gefitinib","EGFR","-.79588936114752995","362"
"409","eEF2K Inhibitor, A-484954","eEF2K","-.79409184388102716","362"
"1066","AZD6482","PIK3CB","-.78582802849195854","362"
"194","Luminespib","HSP90","-.78246321167213551","362"
"266","Zibotentan","Endothelin-1 receptor (EDNRA)","-.78214082850975353","362"
"228","AKT inhibitor VIII","AKT1, AKT2, AKT3","-.76502794634471138","362"
"158","PF-562271","FAK, FAK2","-.75771517297898605","362"
"342","Tenovin-6","SIRT","-.75027944267200075","362"
"1057","Dactolisib","PI3K (class 1), MTORC1, MTORC2","-.73499674163447992","362"
"1059","AZD8055","MTORC1, MTORC2","-.72756238303063325","362"
"1014","Refametinib","MEK1, MEK2","-.7159434652304596","362"
"1419","FEN1_3940","FEN1","-.71572103383881824","362"
"1239","YK-4-279","RNA helicase A","-.71435260664492772","362"
"262","VX-11e","ERK2","-.71307477602172453","362"
"30","Sorafenib","PDGFR, KIT, VEGFR, RAF","-.70701876363902394","362"
"1185","KU-60019","ATM","-.70447175683814001","362"
"88","Entinostat","HDAC1, HDAC3","-.68677872407238905","362"
"230","GSK429286A","ROCK1, ROCK2","-.68282991675911364","362"
"309","Y-39983","ROCK","-.68234857516787595","362"
"150","Bicalutamide","AR","-.67396627027310319","362"
"1409","AZD4877","EG5","-.66397047159646205","362"
"285","SU11274","MET","-.6553267748849233","362"
"89","Parthenolide","HDAC1","-.6550593447576345","362"
"153","Midostaurin","PKC, PPK, FLT1, c-FGR, others","-.64985208591038623","362"
"1005","Cisplatin","DNA crosslinker","-.64105895985449424","362"
"1042","Doramapimod","p38, JNK2","-.6137781814130634","362"
"175","PAC-1","Procaspase-3, Procaspase-7","-.61156411676496969","362"
"1036","PLX-4720","BRAF","-.60500682409139539","362"
"1091","BMS-536924","IGF1R, IR","-.60302287370475582","362"
"332","XMD15-27","CAMK2","-.59858623438414704","362"
"182","Obatoclax Mesylate","BCL2, BCL-XL, BCL-W, MCL1","-.59790157533294774","362"
"71","Pyrimethamine","Dihydrofolate reductase (DHFR)","-.59069419018356206","362"
"1236","UNC0638","G9a and GLP methyltransferases","-.57964818411778962","362"
"1445","AZD8835","PI3Kalpha, PI3Kdelta","-.57940398130681392","362"
"155","Ponatinib","ABL, PDGFRA, VEGFR2, FGFR1, SRC, TIE2, FLT3","-.55546058697960554","362"
"1494","SN-38","TOP1","-.55489764721241563","362"
"1048","Mirin","MRE11","-.55273746372075117","362"
"54","CGP-082996","CDK4","-.5495203786516113","362"
"167","OSU-03012","PDK1 (PDPK1)","-.54449225843925331","362"
"177","GSK650394","SGK2, SGK3","-.52598946625320941","362"
"269","NSC-207895","MDM4","-.51801565792710746","362"
"1046","Wee1 Inhibitor","WEE1, CHEK1","-.51796470595242516","362"
"1426","AZD7969","GSK3B","-.51168576124594711","362"
"1149","TW 37","BCL2, BCL-XL, MCL1","-.50770880924547757","362"
"164","JQ12","HDAC1, HDAC2","-.48271201854141105","362"
"1463","AZD1332","NTRK1, NTRK2, NTRK3","-.47846646473385135","362"
"136","Mitomycin-C","DNA crosslinker","-.45988315440888428","362"
"1016","Temsirolimus","MTOR","-.45756872804054644","362"
"119","Lapatinib","EGFR, ERBB2","-.4458704232558845","362"
"222","BX-912","PDK1 (PDPK1)","-.44538226368975292","362"
"157","JNK-9L","JNK2, JNK3","-.44126471093879682","362"
"1394","AZD6738","ATR","-.42710784652500422","362"
"1194","SB505124","TGFBR1, ACVR1B, ACVR1C","-.42347822223440756","362"
"1037","BX795","TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC","-.41310903881174055","362"
"1188","CCT245467","HSF1","-.41199756580853764","362"
"245","UNC0638","G9a and GLP methyltransferases","-.40704996714990915","362"
"1497","AZD4547","FGFR1, FGFR2, FGFR3","-.38088564590991997","362"
"376","Brivanib, BMS-540215","VEGFR, PDGFR","-.38053796296234066","362"
"275","I-BET-762","BRD2, BRD3, BRD4","-.37509514754461798","362"
"1464","TTK_3146","TTK","-.36518362554235378","362"
"231","FMK","RSK","-.34826886514175664","362"
"333","T0901317","LXR, FXR","-.33515321281085991","362"
"1459","PARP_0108","PARP1, PARP2, PARP6","-.3330511364360727","362"
"219","AT-7519","CDK1, CDK2, CDK4, CDK6, CDK9","-.33247683650650151","362"
"1434","JAK3_7406","JAK3","-.3317036682428402","362"
"1444","AZD8186","PI3Kbeta, PI3Kdelta","-.32248062415378931","362"
"207","AS601245","JNK1, JNK2, JNK2","-.30687208575826536","362"
"238","Idelalisib","PI3Kdelta","-.30423509954889416","362"
"1018","Veliparib","PARP1, PARP2","-.29079634435140173","362"
"208","Ispinesib Mesylate","KSP","-.28247665622427159","362"
"1527","Pictilisib","PI3K (class 1)","-.27934326124544201","362"
"1039","SL0101","RSK, AURKB, PIM1, PIM3","-.2721930838277683","362"
"211","TL-2-105","not defined","-.2669626595370137","362"
"1529","Pevonedistat","NAE","-.26638551576810188","362"
"226","GSK1070916","AURKA, AURKC","-.25248843315459413","362"
"1054","Palbociclib","CDK4, CDK6","-.25234976522961655","362"
"1047","Nutlin-3a (-)","MDM2","-.24616865077080269","362"
"260","NG-25","TAK1, M4K2","-.23386210544336691","362"
"1372","Trametinib","MEK1, MEK2","-.2261753389936135","362"
"1060","PD0325901","MEK1, MEK2","-.2135986772783825","362"
"1017","Olaparib","PARP1, PARP2","-.17728448171954811","362"
"229","Enzastaurin","PKCB","-.16153101975806056","362"
"203","BMS-345541","IKK1, IKK2","-.15404289688418052","362"
"151","QS11","ARFGAP1","-.14486520159513411","362"
"1416","AZD8931","EGFR, ERBB2, ERBB3","-.1361311344564981","362"
"1460","PARP_9482","PARP1, PARP2, PARP5a","-.13288648221523011","362"
"1006","Cytarabine","Antimetabolite","-.13141645083743009","362"
"1403","AZD6094","MET","-.12082876401863586","362"
"1253","N24798-49-A1","JMJ histone demethylase","-.11814032207776559","362"
"202","GSK1904529A","IGF1R, IR","-.11114255746161643","362"
"1422","FGFR_3831","FGFR1, FGFR2, FGFR3, FGFR4","-.10491408136448289","362"
"310","YM201636","PIKFYVE","-.10304175253853554","362"
"305","TPCA-1","IKK2","-.10170479350045933","362"
"1243","Piperlongumine","Induces reactive oxygen species","-.093302992426069944","362"
"408","Sphingosine Kinase 1 Inhibitor II","Sphingosine Kinase","-.082573372063324157","362"
"1496","Cisplatin","DNA crosslinker","-.072633349243258469","362"
"59","WZ-1-84","BMX","-.070369237285448472","362"
"152","CP466722","ATM","-.05791638733374619","362"
"312","Tivozanib","VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT","-.039367924205318282","362"
"295","NVP-BHG712","EPHB4, RAF, SRC, ABL","-.039175531364162221","362"
"197","Bryostatin 1","PKC","-.031003696440913837","362"
"1526","Refametinib","MEK1, MEK2","-.028596496257007022","362"
"133","Doxorubicin","Anthracycline","-.026494484306367659","362"
"1427","AZD5582","IAP","-.010944194438135926","362"
"341","Selisistat","SIRT1","-.0036801589651687182","362"
"1490","SN-38","TOP1",".0040295884899067182","362"
"1371","PLX-4720","BRAF",".029982306108927593","362"
"326","GSK690693","AKT1, AKT2, AKT3",".034442715399182311","362"
"1530","PFI-3","PB1, SMARCA4, SMARCA2",".052312908146392348","362"
"1198","FY012","",".054646503497531689","362"
"224","AS605240","PI3Kgamma",".054846741953608093","362"
"223","ZSTK474","PI3K (class 1)",".058614082126703042","362"
"1359","965-D2","MKNK1, MKNK2, PIM1, PIM3",".061875879662887344","362"
"225","Genentech Cpd 10","AURKA, AURKB",".078298642340776131","362"
"281","Alectinib","ALK",".080926654616224919","362"
"1370","BAY-MPS-combo 2 (paclitaxel 1 uM)","TTK and microtubules",".081742534525160504","362"
"1268","XAV939","TNKS1, TNKS2",".083323034286851699","362"
"56","WH-4-023","SRC, LCK",".08697145980353993","362"
"1252","N23918-95-7","JMJ histone demethylase",".089454617124266403","362"
"1","Erlotinib","EGFR",".090831654960595781","362"
"206","Ruxolitinib","JAK1, JAK2",".10333358019049933","362"
"1192","GSK269962A","ROCK1, ROCK2",".10776183067525996","362"
"205","Avagacestat","Amyloid beta20, Amyloid beta40",".10778942697164812","362"
"1170","CCT-018159","HSP90",".11699379342261926","362"
"1007","Docetaxel","Microtubule stabiliser",".1178329535445128","362"
"1128","FS106","CHEK1",".11785362220206323","362"
"1030","KU-55933","ATM",".11935237874539298","362"
"1072","Avagacestat","Amyloid beta20, Amyloid beta40",".1288912020649147","362"
"303","PIK-93","PK3CG",".14413781971200329","362"
"306","Fedratinib","JAK2",".14692940614804878","362"
"292","Masitinib","KIT, PDGFRA, PDGFRB",".15405492125146791","362"
"330","XMD13-2","MRCKB",".165593623286729","362"
"1230","IOX2","EGLN1",".16642345061421124","362"
"196","Phenformin","Biguanide agent",".17477750359586597","362"
"268","Sepantronium bromide","BIRC5",".17932597223703908","362"
"166","FTI-277","Farnesyl-transferase (FNTA)",".18839959904928544","362"
"277","Linifanib","VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT",".20698160796088227","362"
"51","Dasatinib","ABL, SRC, Ephrins, PDGFR, KIT",".21261661988496638","362"
"1259","Talazoparib","PARP1, PARP2",".21848101103374415","362"
"284","JNJ38877605","MET",".22828046433043045","362"
"1368","BAY-MPS1","MPS1",".24279290278892127","362"
"1531","I-CBP112","EP300, CBP",".24472561568225787","362"
"1186","FS112","KS6B1 (p70S6K)",".24588324546932286","362"
"1369","BAY-MPS-combo-1 (paclitaxel 5 uM)","TTK and microtubules",".24616798985390953","362"
"329","QL-XI-92","DDR1",".26008832775156404","362"
"282","Pelitinib","EGFR",".26374684172444046","362"
"1199","Tamoxifen","ESR1",".26452257548170444","362"
"193","GW-2580","CSF1R",".26453723712277832","362"
"1197","ZL049","",".27918283991148474","362"
"1414","Fulvestrant","ESR1",".29053251360675175","362"
"147","NSC-87877","SHP-1 (PTPN6), SHP-2 (PTPN11)",".30288584960832854","362"
"1261","rTRAIL","TRAIL receptor agonist",".32013243641913691","362"
"254","Quizartinib","FLT3",".32091307567708049","362"
"291","KIN001-266","CDC7",".33014503366158099","362"
"91","GSK319347A","IKK",".3303274174186856","362"
"1386","Doxorubicin","Anthracycline",".33767187228760315","362"
"52","GNF-2","BCR-ABL",".33880602387258213","362"
"447","ETP-45835","MNK1, MNK2",".33987122631908495","362"
"1242","(5Z)-7-Oxozeaenol","TAK1",".35349782304251315","362"
"6","PHA-665752","MET",".35487235050931293","362"
"1218","JQ1","BRD2, BRD3, BRD4, BRDT",".36509731718401417","362"
"1263","UNC0642","G9A, GLP",".36688994307083977","362"
"173","FH535","PPARgamma, PPARdelta",".37401720856173354","362"
"1437","MCT4_1422","MCT4",".38221853846268444","362"
"34","Imatinib","ABL, KIT, PDGFR",".38993131372458112","362"
"255","CP724714","ERBB2",".39483534597070674","362"
"236","IC-87114","PI3Kdelta",".40514060361429438","362"
"235","QL-XII-47","BTK, BMX",".4127726607725562","362"
"1251","N22899-6-C1","Peptidyl arginine deaminase (PAD)",".42263701887520599","362"
"1377","Afatinib","EGFR, ERBB2",".43240676517111121","362"
"253","XMD14-99","ALK, CDK7, LTK, others",".43374666232377301","362"
"1023","GW441756","NTRK1",".45664591990502013","362"
"258","STF-62247","Autophagy inducer",".4577885116001108","362"
"1129","PF-4708671","S6K1",".46111189762617227","362"
"1502","Bicalutamide","AR",".46140863489265971","362"
"298","OSI-930","KIT, VEGFR2",".4695253150761643","362"
"1264","SGC0946","DOT1L",".47709334426935562","362"
"1413","EphB4_9721","EPHB4",".47855255321341428","362"
"154","CHIR-99021","GSK3A, GSK3B",".48214705382235395","362"
"302","PI-103","PI3Kalpha, DAPK3, CLK4, PIM3, HIPK2",".48732056806795393","362"
"1498","Selumetinib","MEK1, MEK2",".49645055095070884","362"
"1254","GSK-J4","KDM6B",".49861403425127543","362"
"1032","Afatinib","EGFR, ERBB2",".49978998185404394","362"
"1393","Gemcitabine","Pyrimidine antimetabolite",".50061205415372534","362"
"1195","FY026","",".50889685878823221","362"
"1031","Elesclomol","HSP90",".51578014713072073","362"
"94","TGX221","PI3Kbeta",".51599268406628018","362"
"286","KIN001-236","HDAC6, HDAC10",".55956049063717139","362"
"127","GSK269962A","ROCK1, ROCK2",".56663458798552757","362"
"1196","FY069","",".61020420959848998","362"
"1069","EHT-1864","RAC1, RAC2, RAC3",".6220973259422109","362"
"38","Saracatinib","ABL, SRC",".62404709717475637","362"
"331","QL-X-138","BTK",".62601519302020026","362"
"406","LIMK1 inhibitor BMS4","LIMK1",".62777769006356987","362"
"293","Amuvatinib","KIT, PDGFRA, FLT3",".62811646797854936","362"
"17","Cyclopamine","SMO",".63129109013069074","362"
"190","Bleomycin","dsDNA break induction",".64140119062133261","362"
"1373","Dabrafenib","BRAF",".64959452795848027","362"
"308","Foretinib","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",".65363596726592277","362"
"263","FR-180204","ERK1, ERK2",".66040676544704047","362"
"265","Tubastatin A","HDAC1, HDAC6, HDAC8",".66381759112607541","362"
"1436","MCT1_6447","MCT1",".67176382918943589","362"
"172","Embelin","XIAP",".67185925608701969","362"
"1433","JAK1_3715","JAK1",".67481450593244741","362"
"1175","Rucaparib","PARP1, PARP2",".67869662649496021","362"
"1061","SB590885","BRAF",".70708705825085527","362"
"346","THZ-2-102-1","CDK7",".72271024223341307","362"
"1114","Cetuximab","EGFR",".7260044204453906","362"
"301","PHA-793887","CDK2, CDK7, CDK5",".73285300161939149","362"
"1428","IAP_5620","IAP",".73561880474167429","362"
"304","SB52334","ALK5",".75266017349119163","362"
"1029","Motesanib","VEGFR, RET, KIT, PDGFR",".78205978078181149","362"
"288","WHI-P97","JAK3",".78966273931875508","362"
"328","SNX-2112","HSP90",".80631353964683528","362"
"1429","IAP_7638","IAP",".81692969112898928","362"
"1071","CRT0105446","mTOR, LCK",".82974128692567328","362"
"1025","SB216763","GSK3A, GSK3B",".85152184819848731","362"
"273","CUDC-101","HDAC1-10, EGFR, ERBB2",".85200672198530791","362"
"256","JW-7-24-1","LCK",".8701497560857766","362"
"299","OSI-027","MTORC1, MTORC2",".87683603418627831","362"
"1378","Bleomycin (50 uM)","dsDNA break induction",".88540142488398421","362"
"1360","993-D2","MKNK1, MKNK2",".88595464277845015","362"
"274","Belinostat","HDAC1",".89055799500912736","362"
"1461","TANK_1366","Tankyrase 1/2 (PARP5a, PARP5b)",".94178745259422469","362"
"1043","JNK Inhibitor VIII","JNK",".96690461435729191","362"
"199","Pazopanib","CSF1R, KIT,  PDGFRA, PDGFRB",".97454670553974065","362"
"1011","Navitoclax","BCL2, BCL-XL, BCL-W",".98702210244135635","362"
"55","A-770041","LCK, FYN",".99209385628381741","362"
"261","TL-1-85","TAK1, MAP4K2","1.000166203846113","362"
"1038","NU7441","DNAPK","1.0164026332159941","362"
"276","CAY10603","HDAC1, HDAC6","1.0273512223033847","362"
"257","NPK76-II-72-1","PLK3","1.0979240211576753","362"
"283","Omipalisib","PI3K (class 1), MTORC1, MTORC2","1.0983653588214235","362"
"252","WZ3105","SRC, ROCK2, NTRK2, FLT3, IRAK1, others","1.1601974774517969","362"
"1421","FGFR_0939","FGFR4","1.1801362214584317","362"
"1495","Olaparib","PARP1, PARP2","1.197687274579434","362"
"344","THZ-2-49","CDK9","1.2531960781376696","362"
"1392","Bleomycin (10 uM)","dsDNA break induction","1.2828615810469071","362"
"272","AR-42","HDAC1","1.4306835101372868","362"
"1458","PARP_9495","PARP1, PARP2, PARP7","1.4814388948861299","362"
"1026","Tanespimycin","HSP90","1.7488980882073824","362"
"1407","Dyrk1b_0191","DYRK1B","1.9118097668268281","362"
"1379","ZL109","DNA damage","2.117634821436249","362"
