,value,location,sample date,measure
48953,"0,01",Boonsri,6-Apr-06,"p,p-DDE"
48954,"0,091",Boonsri,6-Apr-06,beta-Hexaxchlorocyclohexane
48955,"0,093",Boonsri,6-Apr-06,gamma-Hexachlorocyclohexane
48956,"0,103",Boonsri,6-Apr-06,Aldrin
48957,"0,037",Boonsri,6-Apr-06,Dieldrin
48958,"0,062",Boonsri,6-Apr-06,Endrin
48959,"1,85",Boonsri,6-Apr-06,Macrozoobenthos
48960,"0,221",Boonsri,6-Apr-06,Total coliforms
48961,"0,046",Boonsri,6-Apr-06,Fecal coliforms
48962,"0,0109",Boonsri,6-Apr-06,Fecal streptococci 
48963,"9,7",Boonsri,6-Apr-06,Water temperature
48964,"9,55",Boonsri,6-Apr-06,Dissolved oxygen
48965,"102,5",Boonsri,6-Apr-06,Oxygen saturation
48966,"87,5",Boonsri,6-Apr-06,Total hardness
48967,"152,5",Boonsri,6-Apr-06,Bicarbonates
48968,200,Boonsri,6-Apr-06,Total dissolved salts
48969,"0,295",Boonsri,6-Apr-06,Ammonium
48970,"0,028",Boonsri,6-Apr-06,Nitrites
48971,"0,565",Boonsri,6-Apr-06,Nitrates
48972,"0,071",Boonsri,6-Apr-06,Orthophosphate-phosphorus
48973,"0,08",Boonsri,6-Apr-06,Total phosphorus
48974,"8,32",Boonsri,6-Apr-06,Silica (SiO2)
48975,12,Boonsri,6-Apr-06,Sodium
48976,2,Boonsri,6-Apr-06,Potassium
48977,"44,88",Boonsri,6-Apr-06,Calcium
48978,"10,67",Boonsri,6-Apr-06,Magnesium
48979,"18,05",Boonsri,6-Apr-06,Chlorides
48980,"32,78",Boonsri,6-Apr-06,Sulphates
48981,"0,284",Boonsri,6-Apr-06,Iron
48982,"0,06",Boonsri,6-Apr-06,Manganese
48983,"0,02",Boonsri,6-Apr-06,Manganese
48984,13,Boonsri,6-Apr-06,Zinc
48985,"6,074",Boonsri,6-Apr-06,Copper
48986,"5,767",Boonsri,6-Apr-06,Chromium
48987,"11,72",Boonsri,6-Apr-06,Lead
48988,"0,57",Boonsri,6-Apr-06,Cadmium
48989,"0,025",Boonsri,6-Apr-06,Mercury
48990,"2,805",Boonsri,6-Apr-06,Nickel
48991,"3,31",Boonsri,6-Apr-06,Biochemical Oxygen
48992,"10,3",Boonsri,6-Apr-06,Chemical Oxygen Demand (Cr)
48993,"5,72",Boonsri,6-Apr-06,Chemical Oxygen Demand (Mn)
48994,"0,046",Boonsri,6-Apr-06,Anionic active surfactants
48995,"0,06",Boonsri,6-Apr-06,Atrazine
48996,"0,037",Boonsri,6-Apr-06,Simazine
48997,"0,114",Boonsri,6-Apr-06,Alachlor
48998,"0,018",Boonsri,6-Apr-06,Endosulfan (alpha)
48999,"0,01",Boonsri,6-Apr-06,"p,p-DDE"
49000,"0,02",Boonsri,6-Apr-06,alpha-Hexachlorocyclohexane
49001,"0,064",Boonsri,6-Apr-06,beta-Hexaxchlorocyclohexane
49002,"0,028",Boonsri,6-Apr-06,gamma-Hexachlorocyclohexane
49003,"0,204",Boonsri,6-Apr-06,Aldrin
49004,"1,9",Boonsri,6-Apr-06,Macrozoobenthos
49005,"0,109",Boonsri,6-Apr-06,Total coliforms
49006,"0,023",Boonsri,6-Apr-06,Fecal coliforms
49007,"0,0049",Boonsri,6-Apr-06,Fecal streptococci 
49008,"9,8",Boonsri,6-Apr-06,Water temperature
49009,"9,37",Boonsri,6-Apr-06,Dissolved oxygen
49010,102,Boonsri,6-Apr-06,Oxygen saturation
49011,"78,4",Boonsri,6-Apr-06,Total hardness
49012,"158,6",Boonsri,6-Apr-06,Bicarbonates
49013,203,Boonsri,6-Apr-06,Total dissolved salts
49014,"0,24",Boonsri,6-Apr-06,Ammonium
49015,"0,039",Boonsri,6-Apr-06,Nitrites
49016,"0,61",Boonsri,6-Apr-06,Nitrates
49017,"0,1",Boonsri,6-Apr-06,Orthophosphate-phosphorus
49018,"0,11",Boonsri,6-Apr-06,Total phosphorus
49019,"9,18",Boonsri,6-Apr-06,Silica (SiO2)
49020,12,Boonsri,6-Apr-06,Sodium
49021,2,Boonsri,6-Apr-06,Potassium
49022,"43,28",Boonsri,6-Apr-06,Calcium
49023,"12,61",Boonsri,6-Apr-06,Magnesium
49024,"17,86",Boonsri,6-Apr-06,Chlorides
49025,"32,16",Boonsri,6-Apr-06,Sulphates
49026,"0,08",Boonsri,6-Apr-06,Iron
49027,"0,037",Boonsri,6-Apr-06,Manganese
49028,14,Boonsri,6-Apr-06,Zinc
49029,"1,815",Boonsri,6-Apr-06,Copper
49030,"1,804",Boonsri,6-Apr-06,Chromium
49031,"7,28",Boonsri,6-Apr-06,Lead
49032,"0,516",Boonsri,6-Apr-06,Cadmium
49033,"0,025",Boonsri,6-Apr-06,Mercury
49034,"0,332",Boonsri,6-Apr-06,Nickel
49035,"2,82",Boonsri,6-Apr-06,Biochemical Oxygen
49036,"10,81",Boonsri,6-Apr-06,Chemical Oxygen Demand (Cr)
49037,"5,86",Boonsri,6-Apr-06,Chemical Oxygen Demand (Mn)
49038,"0,052",Boonsri,6-Apr-06,Anionic active surfactants
49039,"0,091",Boonsri,6-Apr-06,Atrazine
49040,"0,098",Boonsri,6-Apr-06,Simazine
49041,"0,161",Boonsri,6-Apr-06,Alachlor
49042,"0,026",Boonsri,6-Apr-06,Metolachlor
49043,"0,019",Boonsri,6-Apr-06,Endosulfan (alpha)
49044,"0,01",Boonsri,6-Apr-06,"p,p-DDT"
49045,"0,018",Boonsri,6-Apr-06,"p,p-DDE"
49046,"0,07",Boonsri,6-Apr-06,beta-Hexaxchlorocyclohexane
49047,"0,069",Boonsri,6-Apr-06,gamma-Hexachlorocyclohexane
49048,"0,129",Boonsri,6-Apr-06,Aldrin
49049,2,Boonsri,6-Apr-06,Macrozoobenthos
49050,"0,172",Boonsri,6-Apr-06,Total coliforms
49051,"0,049",Boonsri,6-Apr-06,Fecal coliforms
49052,"0,0079",Boonsri,6-Apr-06,Fecal streptococci 
49053,12,Kannika,15-Apr-06,Water temperature
49054,"9,3",Kannika,15-Apr-06,Dissolved oxygen
49055,"86,7",Kannika,15-Apr-06,Oxygen saturation
49056,"170,9",Kannika,15-Apr-06,Total hardness
49057,"212,3",Kannika,15-Apr-06,Bicarbonates
49058,264,Kannika,15-Apr-06,Total dissolved salts
49059,"0,589",Kannika,15-Apr-06,Ammonium
49060,"1,51",Kannika,15-Apr-06,Nitrites
49061,"0,105",Kannika,15-Apr-06,Nitrates
49062,"0,105",Kannika,15-Apr-06,Orthophosphate-phosphorus
49063,"0,124",Kannika,15-Apr-06,Total phosphorus
49064,"10,98",Kannika,15-Apr-06,Silica (SiO2)
49065,"53,4",Kannika,15-Apr-06,Calcium
49066,"41,5",Kannika,15-Apr-06,Magnesium
49067,27,Kannika,15-Apr-06,Chlorides
49068,"38,4",Kannika,15-Apr-06,Sulphates
49069,"0,624",Kannika,15-Apr-06,Iron
49070,"0,051",Kannika,15-Apr-06,Manganese
49071,38,Kannika,15-Apr-06,Zinc
49072,"3,06",Kannika,15-Apr-06,Copper
49073,"1,595",Kannika,15-Apr-06,Chromium
49074,"34,05",Kannika,15-Apr-06,Lead
49075,"1,834",Kannika,15-Apr-06,Cadmium
49076,"0,051",Kannika,15-Apr-06,Mercury
49077,"24,52",Kannika,15-Apr-06,Nickel
49078,"1,9",Kannika,15-Apr-06,Biochemical Oxygen
49079,"3,2",Kannika,15-Apr-06,Chemical Oxygen Demand (Mn)
49080,"0,0608",Kannika,15-Apr-06,Anionic active surfactants
49081,"10,588",Kannika,15-Apr-06,Petroleum hydrocarbons
49082,"0,186",Kannika,15-Apr-06,Atrazine
49083,"0,04",Kannika,15-Apr-06,Simazine
49084,"0,253",Kannika,15-Apr-06,Alachlor
49085,"0,09",Kannika,15-Apr-06,Metolachlor
49086,"0,008",Kannika,15-Apr-06,Heptachlor
49087,"0,005",Kannika,15-Apr-06,"p,p-DDE"
49088,"0,133",Kannika,15-Apr-06,beta-Hexaxchlorocyclohexane
49089,"0,103",Kannika,15-Apr-06,gamma-Hexachlorocyclohexane
49090,"0,251",Kannika,15-Apr-06,Aldrin
49091,"0,053",Kannika,15-Apr-06,Dieldrin
49092,"0,092",Kannika,15-Apr-06,Endrin
49093,"2,05",Kannika,15-Apr-06,Macrozoobenthos
49094,12,Kannika,15-Apr-06,Water temperature
49095,"9,5",Kannika,15-Apr-06,Dissolved oxygen
49096,"88,6",Kannika,15-Apr-06,Oxygen saturation
49097,176,Kannika,15-Apr-06,Total hardness
49098,"212,3",Kannika,15-Apr-06,Bicarbonates
49099,264,Kannika,15-Apr-06,Total dissolved salts
49100,"0,295",Kannika,15-Apr-06,Ammonium
49101,"0,151",Kannika,15-Apr-06,Nitrites
49102,"0,1",Kannika,15-Apr-06,Nitrates
49103,"0,078",Kannika,15-Apr-06,Orthophosphate-phosphorus
49104,"0,109",Kannika,15-Apr-06,Total phosphorus
49105,12,Kannika,15-Apr-06,Silica (SiO2)
49106,"53,4",Kannika,15-Apr-06,Calcium
49107,44,Kannika,15-Apr-06,Magnesium
49108,27,Kannika,15-Apr-06,Chlorides
49109,39,Kannika,15-Apr-06,Sulphates
49110,"0,428",Kannika,15-Apr-06,Iron
49111,"0,026",Kannika,15-Apr-06,Manganese
49112,"0,02",Kannika,15-Apr-06,Manganese
49113,28,Kannika,15-Apr-06,Zinc
49114,"10,4",Kannika,15-Apr-06,Copper
49115,"4,056",Kannika,15-Apr-06,Chromium
49116,"69,79",Kannika,15-Apr-06,Lead
49117,"0,099",Kannika,15-Apr-06,Cadmium
49118,"0,025",Kannika,15-Apr-06,Mercury
49119,"9,017",Kannika,15-Apr-06,Nickel
49120,2,Kannika,15-Apr-06,Biochemical Oxygen
49121,"2,8",Kannika,15-Apr-06,Chemical Oxygen Demand (Mn)
49122,"0,0607",Kannika,15-Apr-06,Anionic active surfactants
49123,"0,125",Kannika,15-Apr-06,Atrazine
49124,"0,136",Kannika,15-Apr-06,Simazine
49125,"0,155",Kannika,15-Apr-06,Alachlor
49126,"0,093",Kannika,15-Apr-06,Metolachlor
49127,"0,028",Kannika,15-Apr-06,Heptachlor
49128,"0,029",Kannika,15-Apr-06,"p,p-DDE"
49129,"0,501",Kannika,15-Apr-06,Aldrin
49130,"0,266",Kannika,15-Apr-06,Dieldrin
49131,"0,143",Kannika,15-Apr-06,Endrin
49132,"4,03",Kannika,15-Apr-06,Macrozoobenthos
49133,12,Kannika,15-Apr-06,Water temperature
49134,"9,6",Kannika,15-Apr-06,Dissolved oxygen
49135,"89,5",Kannika,15-Apr-06,Oxygen saturation
49136,"165,6",Kannika,15-Apr-06,Total hardness
49137,"201,3",Kannika,15-Apr-06,Bicarbonates
49138,263,Kannika,15-Apr-06,Total dissolved salts
49139,"0,127",Kannika,15-Apr-06,Ammonium
49140,"0,157",Kannika,15-Apr-06,Nitrites
49141,"0,1",Kannika,15-Apr-06,Nitrates
49142,"0,092",Kannika,15-Apr-06,Orthophosphate-phosphorus
49143,"0,111",Kannika,15-Apr-06,Total phosphorus
49144,"10,46",Kannika,15-Apr-06,Silica (SiO2)
49145,"49,6",Kannika,15-Apr-06,Calcium
49146,"41,8",Kannika,15-Apr-06,Magnesium
49147,27,Kannika,15-Apr-06,Chlorides
49148,"38,7",Kannika,15-Apr-06,Sulphates
49149,"0,735",Kannika,15-Apr-06,Iron
49150,"0,071",Kannika,15-Apr-06,Manganese
49151,40,Kannika,15-Apr-06,Zinc
49152,"8,855",Kannika,15-Apr-06,Copper
49153,"3,234",Kannika,15-Apr-06,Chromium
49154,"19,17",Kannika,15-Apr-06,Lead
49155,"0,977",Kannika,15-Apr-06,Cadmium
49156,"0,255",Kannika,15-Apr-06,Mercury
49157,"12,02",Kannika,15-Apr-06,Nickel
49158,"2,1",Kannika,15-Apr-06,Biochemical Oxygen
49159,"3,6",Kannika,15-Apr-06,Chemical Oxygen Demand (Mn)
49160,"0,0609",Kannika,15-Apr-06,Anionic active surfactants
49161,"44,705",Kannika,15-Apr-06,Petroleum hydrocarbons
49162,"0,066",Kannika,15-Apr-06,Atrazine
49163,"0,233",Kannika,15-Apr-06,Simazine
49164,"0,264",Kannika,15-Apr-06,Alachlor
49165,"0,032",Kannika,15-Apr-06,Metolachlor
49166,"0,005",Kannika,15-Apr-06,Heptachlor
49167,"0,051",Kannika,15-Apr-06,"p,p-DDD"
49168,"0,025",Kannika,15-Apr-06,"p,p-DDE"
49169,"0,061",Kannika,15-Apr-06,alpha-Hexachlorocyclohexane
49170,"0,249",Kannika,15-Apr-06,beta-Hexaxchlorocyclohexane
49171,"0,246",Kannika,15-Apr-06,gamma-Hexachlorocyclohexane
49172,"0,157",Kannika,15-Apr-06,Aldrin
49173,"0,167",Kannika,15-Apr-06,Endrin
49174,"2,16",Kannika,15-Apr-06,Macrozoobenthos
49175,12,Sakda,15-Apr-06,Water temperature
49176,"9,5",Sakda,15-Apr-06,Dissolved oxygen
49177,"88,8",Sakda,15-Apr-06,Oxygen saturation
49178,144,Sakda,15-Apr-06,Total hardness
49179,"201,3",Sakda,15-Apr-06,Bicarbonates
49180,278,Sakda,15-Apr-06,Total dissolved salts
49181,"0,136",Sakda,15-Apr-06,Ammonium
49182,"0,064",Sakda,15-Apr-06,Nitrites
49183,"1,3",Sakda,15-Apr-06,Nitrates
49184,"0,108",Sakda,15-Apr-06,Orthophosphate-phosphorus
49185,"0,117",Sakda,15-Apr-06,Total phosphorus
49186,"11,16",Sakda,15-Apr-06,Silica (SiO2)
49187,"64,8",Sakda,15-Apr-06,Calcium
49188,"28,3",Sakda,15-Apr-06,Magnesium
49189,"33,8",Sakda,15-Apr-06,Chlorides
49190,"39,2",Sakda,15-Apr-06,Sulphates
49191,"0,794",Sakda,15-Apr-06,Iron
49192,"0,07",Sakda,15-Apr-06,Manganese
49193,46,Sakda,15-Apr-06,Zinc
49194,"46,06",Sakda,15-Apr-06,Copper
49195,"4,733",Sakda,15-Apr-06,Chromium
49196,"12,93",Sakda,15-Apr-06,Lead
49197,"0,163",Sakda,15-Apr-06,Cadmium
49198,"0,139",Sakda,15-Apr-06,Mercury
49199,"14,63",Sakda,15-Apr-06,Nickel
49200,"2,6",Sakda,15-Apr-06,Biochemical Oxygen
49201,"4,1",Sakda,15-Apr-06,Chemical Oxygen Demand (Mn)
49202,"0,058",Sakda,15-Apr-06,Anionic active surfactants
49203,"12,941",Sakda,15-Apr-06,Petroleum hydrocarbons
49204,"0,131",Sakda,15-Apr-06,Atrazine
49205,"0,151",Sakda,15-Apr-06,Simazine
49206,"0,144",Sakda,15-Apr-06,Alachlor
49207,"0,027",Sakda,15-Apr-06,Metolachlor
49208,"0,006",Sakda,15-Apr-06,Heptachlor
49209,"0,034",Sakda,15-Apr-06,Endosulfan (alpha)
49210,"0,005",Sakda,15-Apr-06,"p,p-DDE"
49211,"0,114",Sakda,15-Apr-06,beta-Hexaxchlorocyclohexane
49212,"0,112",Sakda,15-Apr-06,gamma-Hexachlorocyclohexane
49213,"0,129",Sakda,15-Apr-06,Aldrin
49214,"2,3",Sakda,15-Apr-06,Macrozoobenthos
49215,12,Sakda,15-Apr-06,Water temperature
49216,"9,1",Sakda,15-Apr-06,Dissolved oxygen
49217,"85,4",Sakda,15-Apr-06,Oxygen saturation
49218,"149,5",Sakda,15-Apr-06,Total hardness
49219,"189,1",Sakda,15-Apr-06,Bicarbonates
49220,295,Sakda,15-Apr-06,Total dissolved salts
49221,"0,19",Sakda,15-Apr-06,Ammonium
49222,"0,037",Sakda,15-Apr-06,Nitrites
49223,"1,23",Sakda,15-Apr-06,Nitrates
49224,"0,114",Sakda,15-Apr-06,Orthophosphate-phosphorus
49225,"0,123",Sakda,15-Apr-06,Total phosphorus
49226,"8,9",Sakda,15-Apr-06,Silica (SiO2)
49227,"64,8",Sakda,15-Apr-06,Calcium
49228,"25,5",Sakda,15-Apr-06,Magnesium
49229,27,Sakda,15-Apr-06,Chlorides
49230,"39,8",Sakda,15-Apr-06,Sulphates
49231,"0,706",Sakda,15-Apr-06,Iron
49232,"0,062",Sakda,15-Apr-06,Manganese
49233,"0,032",Sakda,15-Apr-06,Manganese
49234,60,Sakda,15-Apr-06,Zinc
49235,"12,42",Sakda,15-Apr-06,Copper
49236,"2,359",Sakda,15-Apr-06,Chromium
49237,"17,04",Sakda,15-Apr-06,Lead
49238,"0,335",Sakda,15-Apr-06,Cadmium
49239,"0,025",Sakda,15-Apr-06,Mercury
49240,"10,62",Sakda,15-Apr-06,Nickel
49241,"2,5",Sakda,15-Apr-06,Biochemical Oxygen
49242,"4,2",Sakda,15-Apr-06,Chemical Oxygen Demand (Mn)
49243,"0,0578",Sakda,15-Apr-06,Anionic active surfactants
49244,"0,111",Sakda,15-Apr-06,Atrazine
49245,"0,02",Sakda,15-Apr-06,Simazine
49246,"0,273",Sakda,15-Apr-06,Alachlor
49247,"0,005",Sakda,15-Apr-06,"p,p-DDE"
49248,"0,041",Sakda,15-Apr-06,alpha-Hexachlorocyclohexane
49249,"0,094",Sakda,15-Apr-06,beta-Hexaxchlorocyclohexane
49250,"0,094",Sakda,15-Apr-06,gamma-Hexachlorocyclohexane
49251,"0,197",Sakda,15-Apr-06,Aldrin
49252,"2,12",Sakda,15-Apr-06,Macrozoobenthos
49253,12,Sakda,15-Apr-06,Water temperature
49254,"9,3",Sakda,15-Apr-06,Dissolved oxygen
49255,"86,7",Sakda,15-Apr-06,Oxygen saturation
49256,"149,5",Sakda,15-Apr-06,Total hardness
49257,"201,3",Sakda,15-Apr-06,Bicarbonates
49258,284,Sakda,15-Apr-06,Total dissolved salts
49259,"0,186",Sakda,15-Apr-06,Ammonium
49260,"0,014",Sakda,15-Apr-06,Nitrites
49261,"1,25",Sakda,15-Apr-06,Nitrates
49262,"0,122",Sakda,15-Apr-06,Orthophosphate-phosphorus
49263,"0,125",Sakda,15-Apr-06,Total phosphorus
49264,"2,51",Sakda,15-Apr-06,Silica (SiO2)
49265,61,Sakda,15-Apr-06,Calcium
49266,"27,7",Sakda,15-Apr-06,Magnesium
49267,"33,8",Sakda,15-Apr-06,Chlorides
49268,"39,9",Sakda,15-Apr-06,Sulphates
49269,"0,716",Sakda,15-Apr-06,Iron
49270,"0,095",Sakda,15-Apr-06,Manganese
49271,40,Sakda,15-Apr-06,Zinc
49272,"8,683",Sakda,15-Apr-06,Copper
49273,"2,403",Sakda,15-Apr-06,Chromium
49274,"10,17",Sakda,15-Apr-06,Lead
49275,"0,082",Sakda,15-Apr-06,Cadmium
49276,"0,027",Sakda,15-Apr-06,Mercury
49277,"10,66",Sakda,15-Apr-06,Nickel
49278,"2,6",Sakda,15-Apr-06,Biochemical Oxygen
49279,"3,5",Sakda,15-Apr-06,Chemical Oxygen Demand (Mn)
49280,"0,0574",Sakda,15-Apr-06,Anionic active surfactants
49281,"29,411",Sakda,15-Apr-06,Petroleum hydrocarbons
49282,"0,15",Sakda,15-Apr-06,Atrazine
49283,"0,02",Sakda,15-Apr-06,Simazine
49284,"0,465",Sakda,15-Apr-06,Alachlor
49285,"0,075",Sakda,15-Apr-06,Metolachlor
49286,"0,01",Sakda,15-Apr-06,"p,p-DDT"
49287,"0,005",Sakda,15-Apr-06,"p,p-DDE"
49288,"0,053",Sakda,15-Apr-06,alpha-Hexachlorocyclohexane
49289,"0,114",Sakda,15-Apr-06,beta-Hexaxchlorocyclohexane
49290,"0,112",Sakda,15-Apr-06,gamma-Hexachlorocyclohexane
49291,"0,312",Sakda,15-Apr-06,Aldrin
49292,"0,109",Sakda,15-Apr-06,Dieldrin
49293,"2,13",Sakda,15-Apr-06,Macrozoobenthos
49294,10,Chai,23-Apr-06,Water temperature
49295,"8,3",Chai,23-Apr-06,Dissolved oxygen
49296,"73,6",Chai,23-Apr-06,Oxygen saturation
49297,"117,5",Chai,23-Apr-06,Total hardness
49298,"201,3",Chai,23-Apr-06,Bicarbonates
49299,314,Chai,23-Apr-06,Total dissolved salts
49300,"0,308",Chai,23-Apr-06,Ammonium
49301,"0,051",Chai,23-Apr-06,Nitrites
49302,"1,72",Chai,23-Apr-06,Nitrates
49303,"0,064",Chai,23-Apr-06,Orthophosphate-phosphorus
49304,"0,207",Chai,23-Apr-06,Total phosphorus
49305,"9,97",Chai,23-Apr-06,Silica (SiO2)
49306,"45,8",Chai,23-Apr-06,Calcium
49307,"23,1",Chai,23-Apr-06,Magnesium
49308,"47,3",Chai,23-Apr-06,Chlorides
49309,23,Chai,23-Apr-06,Sulphates
49310,"0,082",Chai,23-Apr-06,Iron
49311,"0,047",Chai,23-Apr-06,Manganese
49312,10,Chai,23-Apr-06,Zinc
49313,"6,237",Chai,23-Apr-06,Copper
49314,"1,16",Chai,23-Apr-06,Chromium
49315,"24,02",Chai,23-Apr-06,Lead
49316,"1,337",Chai,23-Apr-06,Cadmium
49317,"0,07",Chai,23-Apr-06,Mercury
49318,"10,1",Chai,23-Apr-06,Nickel
49319,"2,8",Chai,23-Apr-06,Biochemical Oxygen
49320,"3,2",Chai,23-Apr-06,Chemical Oxygen Demand (Mn)
49321,"0,101",Chai,23-Apr-06,Anionic active surfactants
49322,"0,01",Chai,23-Apr-06,Petroleum hydrocarbons
49323,"0,117",Chai,23-Apr-06,Atrazine
49324,"0,081",Chai,23-Apr-06,Simazine
49325,"0,206",Chai,23-Apr-06,Alachlor
49326,"0,088",Chai,23-Apr-06,Metolachlor
49327,"0,013",Chai,23-Apr-06,Heptachlor
49328,"0,01",Chai,23-Apr-06,"p,p-DDT"
49329,"0,017",Chai,23-Apr-06,"p,p-DDE"
49330,"0,048",Chai,23-Apr-06,gamma-Hexachlorocyclohexane
49331,"0,032",Chai,23-Apr-06,Aldrin
49332,"0,162",Chai,23-Apr-06,Dieldrin
49333,"0,086",Chai,23-Apr-06,Endrin
49334,"2,623",Chai,23-Apr-06,Macrozoobenthos
49335,10,Chai,23-Apr-06,Water temperature
49336,"8,1",Chai,23-Apr-06,Dissolved oxygen
49337,"71,8",Chai,23-Apr-06,Oxygen saturation
49338,122,Chai,23-Apr-06,Total hardness
49339,"201,3",Chai,23-Apr-06,Bicarbonates
49340,280,Chai,23-Apr-06,Total dissolved salts
49341,"0,241",Chai,23-Apr-06,Ammonium
49342,"0,047",Chai,23-Apr-06,Nitrites
49343,"1,78",Chai,23-Apr-06,Nitrates
49344,"0,072",Chai,23-Apr-06,Orthophosphate-phosphorus
49345,"0,209",Chai,23-Apr-06,Total phosphorus
49346,"9,16",Chai,23-Apr-06,Silica (SiO2)
49347,"45,8",Chai,23-Apr-06,Calcium
49348,"25,5",Chai,23-Apr-06,Magnesium
49349,"67,6",Chai,23-Apr-06,Chlorides
49350,"10,3",Chai,23-Apr-06,Sulphates
49351,"0,324",Chai,23-Apr-06,Iron
49352,"0,186",Chai,23-Apr-06,Manganese
49353,"0,02",Chai,23-Apr-06,Manganese
49354,10,Chai,23-Apr-06,Zinc
49355,"10,69",Chai,23-Apr-06,Copper
49356,"5,344",Chai,23-Apr-06,Chromium
49357,"55,44",Chai,23-Apr-06,Lead
49358,"2,253",Chai,23-Apr-06,Cadmium
