,value,location,sample date,measure
14812,"9,2",Somchair,18-Feb-01,Cadmium
14813,"4,6",Somchair,18-Feb-01,Biochemical Oxygen
14814,15,Somchair,18-Feb-01,Chemical Oxygen Demand (Cr)
14815,"6,5",Somchair,18-Feb-01,Chemical Oxygen Demand (Mn)
14816,"0,06",Somchair,18-Feb-01,Anionic active surfactants
14817,"0,02",Somchair,18-Feb-01,Atrazine
14818,"0,03",Somchair,18-Feb-01,"p,p-DDT"
14819,"0,08",Somchair,18-Feb-01,gamma-Hexachlorocyclohexane
14820,"2,22",Somchair,18-Feb-01,Macrozoobenthos
14821,"0,46",Somchair,18-Feb-01,Total coliforms
14822,"0,04",Somchair,18-Feb-01,Fecal coliforms
14823,"0,01",Somchair,18-Feb-01,Fecal streptococci 
14824,"3,2",Busarakhan,18-Feb-01,Water temperature
14825,10,Busarakhan,18-Feb-01,Dissolved oxygen
14826,236,Busarakhan,18-Feb-01,Bicarbonates
14827,"0,69",Busarakhan,18-Feb-01,Ammonium
14828,"0,03",Busarakhan,18-Feb-01,Nitrites
14829,"3,17",Busarakhan,18-Feb-01,Nitrates
14830,"0,06",Busarakhan,18-Feb-01,Orthophosphate-phosphorus
14831,"0,09",Busarakhan,18-Feb-01,Total phosphorus
14832,"99,8",Busarakhan,18-Feb-01,Sodium
14833,"9,2",Busarakhan,18-Feb-01,Potassium
14834,89,Busarakhan,18-Feb-01,Calcium
14835,"41,6",Busarakhan,18-Feb-01,Magnesium
14836,"89,6",Busarakhan,18-Feb-01,Chlorides
14837,"230,6",Busarakhan,18-Feb-01,Sulphates
14838,"1,3",Busarakhan,18-Feb-01,Iron
14839,"0,09",Busarakhan,18-Feb-01,Manganese
14840,27,Busarakhan,18-Feb-01,Zinc
14841,17,Busarakhan,18-Feb-01,Copper
14842,6,Busarakhan,18-Feb-01,Chromium
14843,2,Busarakhan,18-Feb-01,Lead
14844,"2,04",Busarakhan,18-Feb-01,Cadmium
14845,"4,4",Busarakhan,18-Feb-01,Biochemical Oxygen
14846,16,Busarakhan,18-Feb-01,Chemical Oxygen Demand (Cr)
14847,"6,2",Busarakhan,18-Feb-01,Chemical Oxygen Demand (Mn)
14848,"0,08",Busarakhan,18-Feb-01,Anionic active surfactants
14849,"0,02",Busarakhan,18-Feb-01,Atrazine
14850,"0,08",Busarakhan,18-Feb-01,"p,p-DDT"
14851,"0,05",Busarakhan,18-Feb-01,gamma-Hexachlorocyclohexane
14852,"2,37",Busarakhan,18-Feb-01,Macrozoobenthos
14853,"0,06",Busarakhan,18-Feb-01,Total coliforms
14854,"0,02",Busarakhan,18-Feb-01,Fecal coliforms
14855,"0,01",Busarakhan,18-Feb-01,Fecal streptococci 
14856,3,Sakda,22-Feb-01,Water temperature
14857,11,Sakda,22-Feb-01,Dissolved oxygen
14858,183,Sakda,22-Feb-01,Bicarbonates
14859,"0,49",Sakda,22-Feb-01,Ammonium
14860,"0,04",Sakda,22-Feb-01,Nitrites
14861,"2,76",Sakda,22-Feb-01,Nitrates
14862,"0,08",Sakda,22-Feb-01,Orthophosphate-phosphorus
14863,"0,1",Sakda,22-Feb-01,Total phosphorus
14864,"28,8",Sakda,22-Feb-01,Sodium
14865,"3,4",Sakda,22-Feb-01,Potassium
14866,"56,6",Sakda,22-Feb-01,Calcium
14867,"14,8",Sakda,22-Feb-01,Magnesium
14868,"34,5",Sakda,22-Feb-01,Chlorides
14869,"52,2",Sakda,22-Feb-01,Sulphates
14870,"2,08",Sakda,22-Feb-01,Iron
14871,"0,09",Sakda,22-Feb-01,Manganese
14872,36,Sakda,22-Feb-01,Zinc
14873,21,Sakda,22-Feb-01,Copper
14874,35,Sakda,22-Feb-01,Chromium
14875,3,Sakda,22-Feb-01,Lead
14876,"2,28",Sakda,22-Feb-01,Cadmium
14877,"3,1",Sakda,22-Feb-01,Biochemical Oxygen
14878,19,Sakda,22-Feb-01,Chemical Oxygen Demand (Cr)
14879,"3,9",Sakda,22-Feb-01,Chemical Oxygen Demand (Mn)
14880,"0,09",Sakda,22-Feb-01,Anionic active surfactants
14881,"0,03",Sakda,22-Feb-01,Atrazine
14882,"0,02",Sakda,22-Feb-01,"p,p-DDT"
14883,"0,09",Sakda,22-Feb-01,gamma-Hexachlorocyclohexane
14884,"1,95",Sakda,22-Feb-01,Macrozoobenthos
14885,"0,33",Sakda,22-Feb-01,Total coliforms
14886,"0,002",Sakda,22-Feb-01,Fecal coliforms
14887,"0,002",Sakda,22-Feb-01,Fecal streptococci 
14888,3,Sakda,22-Feb-01,Water temperature
14889,"11,1",Sakda,22-Feb-01,Dissolved oxygen
14890,183,Sakda,22-Feb-01,Bicarbonates
14891,"0,49",Sakda,22-Feb-01,Ammonium
14892,"0,04",Sakda,22-Feb-01,Nitrites
14893,"2,74",Sakda,22-Feb-01,Nitrates
14894,"0,08",Sakda,22-Feb-01,Orthophosphate-phosphorus
14895,"0,1",Sakda,22-Feb-01,Total phosphorus
14896,"30,2",Sakda,22-Feb-01,Sodium
14897,"4,4",Sakda,22-Feb-01,Potassium
14898,65,Sakda,22-Feb-01,Calcium
14899,"14,6",Sakda,22-Feb-01,Magnesium
14900,"41,3",Sakda,22-Feb-01,Chlorides
14901,"59,8",Sakda,22-Feb-01,Sulphates
14902,"2,04",Sakda,22-Feb-01,Iron
14903,"0,09",Sakda,22-Feb-01,Manganese
14904,16,Sakda,22-Feb-01,Zinc
14905,29,Sakda,22-Feb-01,Copper
14906,22,Sakda,22-Feb-01,Chromium
14907,3,Sakda,22-Feb-01,Lead
14908,"2,19",Sakda,22-Feb-01,Cadmium
14909,"3,4",Sakda,22-Feb-01,Biochemical Oxygen
14910,18,Sakda,22-Feb-01,Chemical Oxygen Demand (Cr)
14911,"4,2",Sakda,22-Feb-01,Chemical Oxygen Demand (Mn)
14912,"0,09",Sakda,22-Feb-01,Anionic active surfactants
14913,"0,02",Sakda,22-Feb-01,Atrazine
14914,"0,01",Sakda,22-Feb-01,"p,p-DDT"
14915,"0,14",Sakda,22-Feb-01,gamma-Hexachlorocyclohexane
14916,2,Sakda,22-Feb-01,Macrozoobenthos
14917,"0,04",Sakda,22-Feb-01,Total coliforms
14918,"0,02",Sakda,22-Feb-01,Fecal coliforms
14919,"0,008",Sakda,22-Feb-01,Fecal streptococci 
14920,3,Sakda,22-Feb-01,Water temperature
14921,11,Sakda,22-Feb-01,Dissolved oxygen
14922,183,Sakda,22-Feb-01,Bicarbonates
14923,"0,51",Sakda,22-Feb-01,Ammonium
14924,"0,04",Sakda,22-Feb-01,Nitrites
14925,"2,67",Sakda,22-Feb-01,Nitrates
14926,"0,08",Sakda,22-Feb-01,Orthophosphate-phosphorus
14927,"0,1",Sakda,22-Feb-01,Total phosphorus
14928,"30,2",Sakda,22-Feb-01,Sodium
14929,"4,4",Sakda,22-Feb-01,Potassium
14930,65,Sakda,22-Feb-01,Calcium
14931,"14,6",Sakda,22-Feb-01,Magnesium
14932,"41,3",Sakda,22-Feb-01,Chlorides
14933,"60,2",Sakda,22-Feb-01,Sulphates
14934,"2,09",Sakda,22-Feb-01,Iron
14935,"0,07",Sakda,22-Feb-01,Manganese
14936,17,Sakda,22-Feb-01,Zinc
14937,24,Sakda,22-Feb-01,Copper
14938,23,Sakda,22-Feb-01,Chromium
14939,3,Sakda,22-Feb-01,Lead
14940,"2,39",Sakda,22-Feb-01,Cadmium
14941,"3,3",Sakda,22-Feb-01,Biochemical Oxygen
14942,"18,3",Sakda,22-Feb-01,Chemical Oxygen Demand (Cr)
14943,"4,2",Sakda,22-Feb-01,Chemical Oxygen Demand (Mn)
14944,"0,09",Sakda,22-Feb-01,Anionic active surfactants
14945,"0,01",Sakda,22-Feb-01,Atrazine
14946,"0,67",Sakda,22-Feb-01,"p,p-DDT"
14947,"0,37",Sakda,22-Feb-01,gamma-Hexachlorocyclohexane
14948,2,Sakda,22-Feb-01,Macrozoobenthos
14949,"0,7",Sakda,22-Feb-01,Total coliforms
14950,"0,02",Sakda,22-Feb-01,Fecal coliforms
14951,"0,002",Sakda,22-Feb-01,Fecal streptococci 
14952,4,Kannika,24-Feb-01,Water temperature
14953,"11,1",Kannika,24-Feb-01,Dissolved oxygen
14954,196,Kannika,24-Feb-01,Bicarbonates
14955,"0,42",Kannika,24-Feb-01,Ammonium
14956,"0,04",Kannika,24-Feb-01,Nitrites
14957,"2,81",Kannika,24-Feb-01,Nitrates
14958,"0,04",Kannika,24-Feb-01,Orthophosphate-phosphorus
14959,"0,06",Kannika,24-Feb-01,Total phosphorus
14960,"20,4",Kannika,24-Feb-01,Sodium
14961,3,Kannika,24-Feb-01,Potassium
14962,61,Kannika,24-Feb-01,Calcium
14963,"21,5",Kannika,24-Feb-01,Magnesium
14964,"38,2",Kannika,24-Feb-01,Chlorides
14965,"42,2",Kannika,24-Feb-01,Sulphates
14966,"1,55",Kannika,24-Feb-01,Iron
14967,"0,08",Kannika,24-Feb-01,Manganese
14968,18,Kannika,24-Feb-01,Zinc
14969,21,Kannika,24-Feb-01,Copper
14970,95,Kannika,24-Feb-01,Chromium
14971,2,Kannika,24-Feb-01,Lead
14972,"2,51",Kannika,24-Feb-01,Cadmium
14973,"3,4",Kannika,24-Feb-01,Biochemical Oxygen
14974,"18,4",Kannika,24-Feb-01,Chemical Oxygen Demand (Cr)
14975,"4,2",Kannika,24-Feb-01,Chemical Oxygen Demand (Mn)
14976,"0,12",Kannika,24-Feb-01,Anionic active surfactants
14977,"0,01",Kannika,24-Feb-01,Atrazine
14978,"0,01",Kannika,24-Feb-01,"p,p-DDT"
14979,"0,12",Kannika,24-Feb-01,gamma-Hexachlorocyclohexane
14980,"2,11",Kannika,24-Feb-01,Macrozoobenthos
14981,"0,01",Kannika,24-Feb-01,Total coliforms
14982,"0,01",Kannika,24-Feb-01,Fecal coliforms
14983,"0,002",Kannika,24-Feb-01,Fecal streptococci 
14984,4,Kannika,24-Feb-01,Water temperature
14985,"10,8",Kannika,24-Feb-01,Dissolved oxygen
14986,196,Kannika,24-Feb-01,Bicarbonates
14987,"0,34",Kannika,24-Feb-01,Ammonium
14988,"0,03",Kannika,24-Feb-01,Nitrites
14989,"2,57",Kannika,24-Feb-01,Nitrates
14990,"0,06",Kannika,24-Feb-01,Orthophosphate-phosphorus
14991,"0,08",Kannika,24-Feb-01,Total phosphorus
14992,"21,2",Kannika,24-Feb-01,Sodium
14993,3,Kannika,24-Feb-01,Potassium
14994,61,Kannika,24-Feb-01,Calcium
14995,"24,6",Kannika,24-Feb-01,Magnesium
14996,"34,5",Kannika,24-Feb-01,Chlorides
14997,"44,7",Kannika,24-Feb-01,Sulphates
14998,"1,21",Kannika,24-Feb-01,Iron
14999,"0,05",Kannika,24-Feb-01,Manganese
15000,21,Kannika,24-Feb-01,Zinc
15001,10,Kannika,24-Feb-01,Copper
15002,28,Kannika,24-Feb-01,Chromium
15003,3,Kannika,24-Feb-01,Lead
15004,"2,04",Kannika,24-Feb-01,Cadmium
15005,"3,7",Kannika,24-Feb-01,Biochemical Oxygen
15006,18,Kannika,24-Feb-01,Chemical Oxygen Demand (Cr)
15007,"4,4",Kannika,24-Feb-01,Chemical Oxygen Demand (Mn)
15008,"0,13",Kannika,24-Feb-01,Anionic active surfactants
15009,"0,02",Kannika,24-Feb-01,Atrazine
15010,"0,02",Kannika,24-Feb-01,"p,p-DDT"
15011,"0,13",Kannika,24-Feb-01,gamma-Hexachlorocyclohexane
15012,"2,05",Kannika,24-Feb-01,Macrozoobenthos
15013,"0,01",Kannika,24-Feb-01,Total coliforms
15014,"0,002",Kannika,24-Feb-01,Fecal coliforms
15015,"0,008",Kannika,24-Feb-01,Fecal streptococci 
15016,4,Kannika,24-Feb-01,Water temperature
15017,"11,1",Kannika,24-Feb-01,Dissolved oxygen
15018,183,Kannika,24-Feb-01,Bicarbonates
15019,"0,34",Kannika,24-Feb-01,Ammonium
15020,"0,03",Kannika,24-Feb-01,Nitrites
15021,"2,64",Kannika,24-Feb-01,Nitrates
15022,"0,05",Kannika,24-Feb-01,Orthophosphate-phosphorus
15023,"0,07",Kannika,24-Feb-01,Total phosphorus
15024,"24,4",Kannika,24-Feb-01,Sodium
15025,"3,2",Kannika,24-Feb-01,Potassium
15026,65,Kannika,24-Feb-01,Calcium
15027,"19,5",Kannika,24-Feb-01,Magnesium
15028,"34,5",Kannika,24-Feb-01,Chlorides
15029,"44,1",Kannika,24-Feb-01,Sulphates
15030,"1,57",Kannika,24-Feb-01,Iron
15031,"0,07",Kannika,24-Feb-01,Manganese
15032,257,Kannika,24-Feb-01,Zinc
15033,24,Kannika,24-Feb-01,Copper
15034,26,Kannika,24-Feb-01,Chromium
15035,4,Kannika,24-Feb-01,Lead
15036,"2,09",Kannika,24-Feb-01,Cadmium
15037,"3,6",Kannika,24-Feb-01,Biochemical Oxygen
15038,15,Kannika,24-Feb-01,Chemical Oxygen Demand (Cr)
15039,"4,2",Kannika,24-Feb-01,Chemical Oxygen Demand (Mn)
15040,"0,13",Kannika,24-Feb-01,Anionic active surfactants
15041,"0,03",Kannika,24-Feb-01,Atrazine
15042,"0,02",Kannika,24-Feb-01,"p,p-DDT"
15043,"0,1",Kannika,24-Feb-01,gamma-Hexachlorocyclohexane
15044,"2,03",Kannika,24-Feb-01,Macrozoobenthos
15045,"0,7",Kannika,24-Feb-01,Total coliforms
15046,"0,02",Kannika,24-Feb-01,Fecal coliforms
15047,"0,002",Kannika,24-Feb-01,Fecal streptococci 
15048,"7,6",Boonsri,10-Mar-01,Water temperature
15049,"9,4",Boonsri,10-Mar-01,Dissolved oxygen
15050,177,Boonsri,10-Mar-01,Bicarbonates
15051,"0,35",Boonsri,10-Mar-01,Ammonium
15052,"0,03",Boonsri,10-Mar-01,Nitrites
15053,"2,2",Boonsri,10-Mar-01,Nitrates
15054,"0,06",Boonsri,10-Mar-01,Orthophosphate-phosphorus
15055,"0,07",Boonsri,10-Mar-01,Total phosphorus
15056,"18,7",Boonsri,10-Mar-01,Sodium
15057,"3,3",Boonsri,10-Mar-01,Potassium
15058,48,Boonsri,10-Mar-01,Calcium
15059,"12,1",Boonsri,10-Mar-01,Magnesium
15060,"19,9",Boonsri,10-Mar-01,Chlorides
15061,"36,6",Boonsri,10-Mar-01,Sulphates
15062,"3,4",Boonsri,10-Mar-01,Biochemical Oxygen
15063,25,Boonsri,10-Mar-01,Chemical Oxygen Demand (Cr)
15064,6,Boonsri,10-Mar-01,Chemical Oxygen Demand (Mn)
15065,0,Boonsri,10-Mar-01,Anionic active surfactants
15066,"1,9",Boonsri,10-Mar-01,Macrozoobenthos
15067,"7,2",Boonsri,10-Mar-01,Water temperature
15068,"9,2",Boonsri,10-Mar-01,Dissolved oxygen
15069,177,Boonsri,10-Mar-01,Bicarbonates
15070,"0,25",Boonsri,10-Mar-01,Ammonium
15071,"0,03",Boonsri,10-Mar-01,Nitrites
15072,"2,12",Boonsri,10-Mar-01,Nitrates
15073,"0,05",Boonsri,10-Mar-01,Orthophosphate-phosphorus
15074,"0,06",Boonsri,10-Mar-01,Total phosphorus
15075,"15,9",Boonsri,10-Mar-01,Sodium
15076,"2,6",Boonsri,10-Mar-01,Potassium
15077,48,Boonsri,10-Mar-01,Calcium
15078,"14,7",Boonsri,10-Mar-01,Magnesium
15079,"19,9",Boonsri,10-Mar-01,Chlorides
15080,"40,1",Boonsri,10-Mar-01,Sulphates
15081,"3,8",Boonsri,10-Mar-01,Biochemical Oxygen
15082,22,Boonsri,10-Mar-01,Chemical Oxygen Demand (Cr)
15083,"5,9",Boonsri,10-Mar-01,Chemical Oxygen Demand (Mn)
15084,0,Boonsri,10-Mar-01,Anionic active surfactants
15085,"1,85",Boonsri,10-Mar-01,Macrozoobenthos
15086,"7,2",Boonsri,10-Mar-01,Water temperature
15087,"10,2",Boonsri,10-Mar-01,Dissolved oxygen
15088,177,Boonsri,10-Mar-01,Bicarbonates
15089,"0,15",Boonsri,10-Mar-01,Ammonium
15090,"0,03",Boonsri,10-Mar-01,Nitrites
15091,"1,65",Boonsri,10-Mar-01,Nitrates
15092,"0,05",Boonsri,10-Mar-01,Orthophosphate-phosphorus
15093,"0,06",Boonsri,10-Mar-01,Total phosphorus
15094,12,Boonsri,10-Mar-01,Sodium
15095,"2,3",Boonsri,10-Mar-01,Potassium
15096,48,Boonsri,10-Mar-01,Calcium
15097,"16,9",Boonsri,10-Mar-01,Magnesium
15098,"15,6",Boonsri,10-Mar-01,Chlorides
15099,"47,4",Boonsri,10-Mar-01,Sulphates
15100,4,Boonsri,10-Mar-01,Biochemical Oxygen
15101,18,Boonsri,10-Mar-01,Chemical Oxygen Demand (Cr)
15102,6,Boonsri,10-Mar-01,Chemical Oxygen Demand (Mn)
15103,0,Boonsri,10-Mar-01,Anionic active surfactants
15104,"1,92",Boonsri,10-Mar-01,Macrozoobenthos
15105,5,Kohsoom,18-Mar-01,Water temperature
15106,"8,9",Kohsoom,18-Mar-01,Dissolved oxygen
15107,226,Kohsoom,18-Mar-01,Bicarbonates
15108,"0,95",Kohsoom,18-Mar-01,Ammonium
15109,"0,02",Kohsoom,18-Mar-01,Nitrites
15110,"3,8",Kohsoom,18-Mar-01,Nitrates
15111,"0,12",Kohsoom,18-Mar-01,Orthophosphate-phosphorus
15112,"0,15",Kohsoom,18-Mar-01,Total phosphorus
15113,"29,5",Kohsoom,18-Mar-01,Sodium
15114,"5,1",Kohsoom,18-Mar-01,Potassium
15115,75,Kohsoom,18-Mar-01,Calcium
15116,24,Kohsoom,18-Mar-01,Magnesium
15117,50,Kohsoom,18-Mar-01,Chlorides
15118,103,Kohsoom,18-Mar-01,Sulphates
15119,"0,41",Kohsoom,18-Mar-01,Iron
15120,"0,08",Kohsoom,18-Mar-01,Manganese
15121,57,Kohsoom,18-Mar-01,Zinc
15122,25,Kohsoom,18-Mar-01,Copper
15123,60,Kohsoom,18-Mar-01,Chromium
15124,2,Kohsoom,18-Mar-01,Lead
15125,"2,78",Kohsoom,18-Mar-01,Cadmium
15126,"4,5",Kohsoom,18-Mar-01,Biochemical Oxygen
15127,14,Kohsoom,18-Mar-01,Chemical Oxygen Demand (Cr)
15128,"6,8",Kohsoom,18-Mar-01,Chemical Oxygen Demand (Mn)
15129,"0,08",Kohsoom,18-Mar-01,Anionic active surfactants
15130,"0,03",Kohsoom,18-Mar-01,Atrazine
15131,"0,07",Kohsoom,18-Mar-01,"p,p-DDT"
15132,"0,1",Kohsoom,18-Mar-01,gamma-Hexachlorocyclohexane
15133,"2,3",Kohsoom,18-Mar-01,Macrozoobenthos
15134,"6,5",Sakda,22-Mar-01,Water temperature
15135,"9,9",Sakda,22-Mar-01,Dissolved oxygen
15136,154,Sakda,22-Mar-01,Bicarbonates
15137,"0,11",Sakda,22-Mar-01,Ammonium
15138,"0,03",Sakda,22-Mar-01,Nitrites
15139,"2,46",Sakda,22-Mar-01,Nitrates
15140,"0,02",Sakda,22-Mar-01,Orthophosphate-phosphorus
15141,"0,04",Sakda,22-Mar-01,Total phosphorus
15142,"26,8",Sakda,22-Mar-01,Sodium
15143,"3,6",Sakda,22-Mar-01,Potassium
15144,"59,5",Sakda,22-Mar-01,Calcium
15145,"16,8",Sakda,22-Mar-01,Magnesium
15146,"41,3",Sakda,22-Mar-01,Chlorides
15147,"56,8",Sakda,22-Mar-01,Sulphates
15148,"1,23",Sakda,22-Mar-01,Iron
15149,"0,05",Sakda,22-Mar-01,Manganese
